pair	doc_id	translator	system	metric	score
de-fr	sz.151402	A	talp_upc	bleu	20.048524442347194
de-fr	handelsblatt.com.292800	A	Online-G	bleu	21.771600010953225
de-fr	handelsblatt.com.292800	A	Online-Y	bleu	17.38394152943134
de-fr	handelsblatt.com.292800	A	LISN	bleu	27.630567759585407
de-fr	handelsblatt.com.292800	A	Manifold	bleu	29.12905335970656
de-fr	handelsblatt.com.292800	A	Online-W	bleu	23.48194015852792
de-fr	handelsblatt.com.292800	A	Online-A	bleu	27.208687401648515
de-fr	handelsblatt.com.292800	A	P3AI	bleu	29.71381333991697
de-fr	handelsblatt.com.292800	A	Online-B	bleu	18.266727600902126
de-fr	handelsblatt.com.292800	A	talp_upc	bleu	24.387823409914468
de-fr	handelsblatt.com.292720	A	Online-G	bleu	28.04477850674551
de-fr	handelsblatt.com.292720	A	Online-Y	bleu	26.600275112523185
de-fr	handelsblatt.com.292720	A	LISN	bleu	25.699060073863578
de-fr	handelsblatt.com.292720	A	Manifold	bleu	29.91654149650543
de-fr	handelsblatt.com.292720	A	Online-W	bleu	27.191883602920583
de-fr	handelsblatt.com.292720	A	Online-A	bleu	36.374667730184065
de-fr	handelsblatt.com.292720	A	P3AI	bleu	29.217891335465758
de-fr	handelsblatt.com.292720	A	Online-B	bleu	27.536134400081806
de-fr	handelsblatt.com.292720	A	talp_upc	bleu	26.134562209016707
de-fr	mt-online.de.23946	A	Online-G	bleu	31.989674659188644
de-fr	mt-online.de.23946	A	Online-Y	bleu	34.50251763515309
de-fr	mt-online.de.23946	A	LISN	bleu	25.265177102456946
de-fr	mt-online.de.23946	A	Manifold	bleu	34.187802868712524
de-fr	mt-online.de.23946	A	Online-W	bleu	36.09174157602967
de-fr	mt-online.de.23946	A	Online-A	bleu	32.13587457218995
de-fr	mt-online.de.23946	A	P3AI	bleu	33.880594007706605
de-fr	mt-online.de.23946	A	Online-B	bleu	29.905505012142388
de-fr	mt-online.de.23946	A	talp_upc	bleu	33.422540390044496
de-fr	kurier.at.204597	A	Online-G	bleu	30.067333475969768
de-fr	kurier.at.204597	A	Online-Y	bleu	25.04515167763598
de-fr	kurier.at.204597	A	LISN	bleu	29.254107093999295
de-fr	kurier.at.204597	A	Manifold	bleu	36.317827448933755
de-fr	kurier.at.204597	A	Online-W	bleu	32.99858435833901
de-fr	kurier.at.204597	A	Online-A	bleu	33.43587156301138
de-fr	kurier.at.204597	A	P3AI	bleu	31.932189660867188
de-fr	kurier.at.204597	A	Online-B	bleu	25.026244812185638
de-fr	kurier.at.204597	A	talp_upc	bleu	30.851953426065087
de-fr	oberpfalznetz.de.99395	A	Online-G	bleu	31.794612813680466
de-fr	oberpfalznetz.de.99395	A	Online-Y	bleu	26.446149293890215
de-fr	oberpfalznetz.de.99395	A	LISN	bleu	27.724319268910943
de-fr	oberpfalznetz.de.99395	A	Manifold	bleu	31.792652744075486
de-fr	oberpfalznetz.de.99395	A	Online-W	bleu	24.58489443480154
de-fr	oberpfalznetz.de.99395	A	Online-A	bleu	37.854025321542856
de-fr	oberpfalznetz.de.99395	A	P3AI	bleu	31.48999830680365
de-fr	oberpfalznetz.de.99395	A	Online-B	bleu	29.131052530724457
de-fr	oberpfalznetz.de.99395	A	talp_upc	bleu	32.221920947100344
de-fr	yahoo-de.145897	A	Online-G	bleu	26.34775580210171
de-fr	yahoo-de.145897	A	Online-Y	bleu	24.17437769713798
de-fr	yahoo-de.145897	A	LISN	bleu	25.832309476538178
de-fr	yahoo-de.145897	A	Manifold	bleu	34.373726804794714
de-fr	yahoo-de.145897	A	Online-W	bleu	34.521469649192724
de-fr	yahoo-de.145897	A	Online-A	bleu	36.6140865993722
de-fr	yahoo-de.145897	A	P3AI	bleu	35.21892168895818
de-fr	yahoo-de.145897	A	Online-B	bleu	34.64256488813869
de-fr	yahoo-de.145897	A	talp_upc	bleu	27.08506901588969
de-fr	handelsblatt.com.292794	A	Online-G	bleu	26.02123644295552
de-fr	handelsblatt.com.292794	A	Online-Y	bleu	34.35283041321324
de-fr	handelsblatt.com.292794	A	LISN	bleu	30.05614817464886
de-fr	handelsblatt.com.292794	A	Manifold	bleu	34.9218575063431
de-fr	handelsblatt.com.292794	A	Online-W	bleu	28.69168212267717
de-fr	handelsblatt.com.292794	A	Online-A	bleu	41.284959379167745
de-fr	handelsblatt.com.292794	A	P3AI	bleu	36.75779588735972
de-fr	handelsblatt.com.292794	A	Online-B	bleu	31.6344463109987
de-fr	handelsblatt.com.292794	A	talp_upc	bleu	30.860895143586305
de-fr	rp-online.de.200131	A	Online-G	bleu	35.94015285497704
de-fr	rp-online.de.200131	A	Online-Y	bleu	33.33519581732574
de-fr	rp-online.de.200131	A	LISN	bleu	33.58214152214625
de-fr	rp-online.de.200131	A	Manifold	bleu	40.052903981724974
de-fr	rp-online.de.200131	A	Online-W	bleu	31.915996820900848
de-fr	rp-online.de.200131	A	Online-A	bleu	42.319573955745824
de-fr	rp-online.de.200131	A	P3AI	bleu	41.43124672164273
de-fr	rp-online.de.200131	A	Online-B	bleu	37.7777736324861
de-fr	rp-online.de.200131	A	talp_upc	bleu	35.367953459184335
de-fr	handelsblatt.com.292690	A	Online-G	bleu	25.187563846814825
de-fr	handelsblatt.com.292690	A	Online-Y	bleu	26.58367739313247
de-fr	handelsblatt.com.292690	A	LISN	bleu	25.54651750135605
de-fr	handelsblatt.com.292690	A	Manifold	bleu	33.341049996713465
de-fr	handelsblatt.com.292690	A	Online-W	bleu	26.351706499589035
de-fr	handelsblatt.com.292690	A	Online-A	bleu	29.815194900056582
de-fr	handelsblatt.com.292690	A	P3AI	bleu	28.776975179911958
de-fr	handelsblatt.com.292690	A	Online-B	bleu	27.24135046308697
de-fr	handelsblatt.com.292690	A	talp_upc	bleu	24.62927559778797
de-fr	rt-german.14751	A	Online-G	bleu	33.005079827518365
de-fr	rt-german.14751	A	Online-Y	bleu	34.07695317545081
de-fr	rt-german.14751	A	LISN	bleu	31.81666209921601
de-fr	rt-german.14751	A	Manifold	bleu	40.776165482245396
de-fr	rt-german.14751	A	Online-W	bleu	31.219576576233834
de-fr	rt-german.14751	A	Online-A	bleu	39.26468512989915
de-fr	rt-german.14751	A	P3AI	bleu	37.84052141740636
de-fr	rt-german.14751	A	Online-B	bleu	32.306861925837495
de-fr	rt-german.14751	A	talp_upc	bleu	29.274678318991285
de-fr	handelsblatt.com.292814	A	Online-G	bleu	36.6839116981138
de-fr	handelsblatt.com.292814	A	Online-Y	bleu	34.3281755119783
de-fr	handelsblatt.com.292814	A	LISN	bleu	27.865484781843993
de-fr	handelsblatt.com.292814	A	Manifold	bleu	37.42384244126232
de-fr	handelsblatt.com.292814	A	Online-W	bleu	33.294509308887065
de-fr	handelsblatt.com.292814	A	Online-A	bleu	40.49574656280895
de-fr	handelsblatt.com.292814	A	P3AI	bleu	39.03901953651104
de-fr	handelsblatt.com.292814	A	Online-B	bleu	32.04143533107712
de-fr	handelsblatt.com.292814	A	talp_upc	bleu	32.069113493205734
de-fr	faz.79642	A	Online-G	bleu	39.17626709829907
de-fr	faz.79642	A	Online-Y	bleu	34.22805430025291
de-fr	faz.79642	A	LISN	bleu	38.529408715789366
de-fr	faz.79642	A	Manifold	bleu	42.57270211290009
de-fr	faz.79642	A	Online-W	bleu	42.589573360066154
de-fr	faz.79642	A	Online-A	bleu	40.88526174491447
de-fr	faz.79642	A	P3AI	bleu	36.10849888895667
de-fr	faz.79642	A	Online-B	bleu	41.41276787992985
de-fr	faz.79642	A	talp_upc	bleu	39.68073356449393
de-fr	handelsblatt.com.292798	A	Online-G	bleu	26.412163361633503
de-fr	handelsblatt.com.292798	A	Online-Y	bleu	27.142176993758447
de-fr	handelsblatt.com.292798	A	LISN	bleu	23.564755576763677
de-fr	handelsblatt.com.292798	A	Manifold	bleu	24.775011689772718
de-fr	handelsblatt.com.292798	A	Online-W	bleu	25.813946592232387
de-fr	handelsblatt.com.292798	A	Online-A	bleu	31.668343424088118
de-fr	handelsblatt.com.292798	A	P3AI	bleu	29.021054861138925
de-fr	handelsblatt.com.292798	A	Online-B	bleu	27.55535022902226
de-fr	handelsblatt.com.292798	A	talp_upc	bleu	27.07944988699117
de-fr	come-on.de.152968	A	Online-G	bleu	30.669419156442117
de-fr	come-on.de.152968	A	Online-Y	bleu	26.506385154497423
de-fr	come-on.de.152968	A	LISN	bleu	31.30326961202736
de-fr	come-on.de.152968	A	Manifold	bleu	35.07946540242174
de-fr	come-on.de.152968	A	Online-W	bleu	34.713692181854825
de-fr	come-on.de.152968	A	Online-A	bleu	38.801312277685355
de-fr	come-on.de.152968	A	P3AI	bleu	34.72174843007001
de-fr	come-on.de.152968	A	Online-B	bleu	28.51835982382317
de-fr	come-on.de.152968	A	talp_upc	bleu	29.436666619107246
de-fr	pnp.de.390088	A	Online-G	bleu	19.906517376543096
de-fr	pnp.de.390088	A	Online-Y	bleu	24.137942997191132
de-fr	pnp.de.390088	A	LISN	bleu	22.146617032286365
de-fr	pnp.de.390088	A	Manifold	bleu	23.038569515411705
de-fr	pnp.de.390088	A	Online-W	bleu	25.862737879892407
de-fr	pnp.de.390088	A	Online-A	bleu	29.380750936281522
de-fr	pnp.de.390088	A	P3AI	bleu	26.4601802432376
de-fr	pnp.de.390088	A	Online-B	bleu	27.69447318960493
de-fr	pnp.de.390088	A	talp_upc	bleu	19.83177120212675
de-fr	salzburg.com.306596	A	Online-G	bleu	21.333496088592103
de-fr	salzburg.com.306596	A	Online-Y	bleu	21.928858478012515
de-fr	salzburg.com.306596	A	LISN	bleu	21.11566731118981
de-fr	salzburg.com.306596	A	Manifold	bleu	26.82844961118084
de-fr	salzburg.com.306596	A	Online-W	bleu	20.53289891806621
de-fr	salzburg.com.306596	A	Online-A	bleu	32.806786620444534
de-fr	salzburg.com.306596	A	P3AI	bleu	25.28945170987908
de-fr	salzburg.com.306596	A	Online-B	bleu	22.690835392501054
de-fr	salzburg.com.306596	A	talp_upc	bleu	21.378940377656104
de-fr	sz.151542	A	Online-G	bleu	32.47537162483167
de-fr	sz.151542	A	Online-Y	bleu	27.259120301991604
de-fr	sz.151542	A	LISN	bleu	30.653039177603112
de-fr	sz.151542	A	Manifold	bleu	32.16934620967401
de-fr	sz.151542	A	Online-W	bleu	32.99058112402138
de-fr	sz.151542	A	Online-A	bleu	33.197438058298175
de-fr	sz.151542	A	P3AI	bleu	30.019186564777577
de-fr	sz.151542	A	Online-B	bleu	30.682396639660507
de-fr	sz.151542	A	talp_upc	bleu	27.629273861914598
de-fr	faz.79612	A	Online-G	bleu	30.824668960533177
de-fr	faz.79612	A	Online-Y	bleu	31.700065123744576
de-fr	faz.79612	A	LISN	bleu	34.582712060516265
de-fr	faz.79612	A	Manifold	bleu	38.209478726271556
de-fr	faz.79612	A	Online-W	bleu	35.003090813903135
de-fr	faz.79612	A	Online-A	bleu	38.841559671667106
de-fr	faz.79612	A	P3AI	bleu	37.18166039476563
de-fr	faz.79612	A	Online-B	bleu	32.40612830254808
de-fr	faz.79612	A	talp_upc	bleu	28.811383483147573
de-fr	handelsblatt.com.292739	A	Online-G	bleu	27.071806070899115
de-fr	handelsblatt.com.292739	A	Online-Y	bleu	24.223619317319628
de-fr	handelsblatt.com.292739	A	LISN	bleu	23.891001913486267
de-fr	handelsblatt.com.292739	A	Manifold	bleu	26.616115304586632
de-fr	handelsblatt.com.292739	A	Online-W	bleu	21.540032521113964
de-fr	handelsblatt.com.292739	A	Online-A	bleu	31.754727896290003
de-fr	handelsblatt.com.292739	A	P3AI	bleu	32.761741718530246
de-fr	handelsblatt.com.292739	A	Online-B	bleu	25.92947712990131
de-fr	handelsblatt.com.292739	A	talp_upc	bleu	29.153498366637937
de-fr	faz.79588	A	Online-G	bleu	30.028851674131325
de-fr	faz.79588	A	Online-Y	bleu	33.56115498066104
de-fr	faz.79588	A	LISN	bleu	28.100252075663132
de-fr	faz.79588	A	Manifold	bleu	31.116871768009982
de-fr	faz.79588	A	Online-W	bleu	28.701181905096618
de-fr	faz.79588	A	Online-A	bleu	42.797585989038915
de-fr	faz.79588	A	P3AI	bleu	28.772736247684318
de-fr	faz.79588	A	Online-B	bleu	31.462307379772234
de-fr	faz.79588	A	talp_upc	bleu	27.495644875024983
de-fr	bild.254846	A	Online-G	bleu	24.411820060554618
de-fr	bild.254846	A	Online-Y	bleu	23.917983110181446
de-fr	bild.254846	A	LISN	bleu	20.127920348713527
de-fr	bild.254846	A	Manifold	bleu	29.44564791975514
de-fr	bild.254846	A	Online-W	bleu	38.83934173658589
de-fr	bild.254846	A	Online-A	bleu	28.138416693634444
de-fr	bild.254846	A	P3AI	bleu	20.987626274691433
de-fr	bild.254846	A	Online-B	bleu	32.60837651838303
de-fr	bild.254846	A	talp_upc	bleu	18.450896268676594
de-fr	handelsblatt.com.292691	A	Online-G	bleu	34.098746569858086
de-fr	handelsblatt.com.292691	A	Online-Y	bleu	37.909691050183525
de-fr	handelsblatt.com.292691	A	LISN	bleu	25.978519287117777
de-fr	handelsblatt.com.292691	A	Manifold	bleu	42.19330376361927
de-fr	handelsblatt.com.292691	A	Online-W	bleu	28.70555803704675
de-fr	handelsblatt.com.292691	A	Online-A	bleu	42.405797978329545
de-fr	handelsblatt.com.292691	A	P3AI	bleu	41.94033681118954
de-fr	handelsblatt.com.292691	A	Online-B	bleu	26.854316378696673
de-fr	handelsblatt.com.292691	A	talp_upc	bleu	29.58076243989619
de-fr	volksstimme.de.187206	A	Online-G	bleu	33.31948230247972
de-fr	volksstimme.de.187206	A	Online-Y	bleu	27.508200558216377
de-fr	volksstimme.de.187206	A	LISN	bleu	29.954148045714824
de-fr	volksstimme.de.187206	A	Manifold	bleu	42.13053481593927
de-fr	volksstimme.de.187206	A	Online-W	bleu	37.055353559112056
de-fr	volksstimme.de.187206	A	Online-A	bleu	45.45419013655046
de-fr	volksstimme.de.187206	A	P3AI	bleu	42.43412789078684
de-fr	volksstimme.de.187206	A	Online-B	bleu	44.993956584643186
de-fr	volksstimme.de.187206	A	talp_upc	bleu	33.221651211128176
de-fr	pnp.de.390035	A	Online-G	bleu	31.371218686367296
de-fr	pnp.de.390035	A	Online-Y	bleu	39.640349373838674
de-fr	pnp.de.390035	A	LISN	bleu	41.247505160306396
de-fr	pnp.de.390035	A	Manifold	bleu	37.55057946430574
de-fr	pnp.de.390035	A	Online-W	bleu	24.197688048509757
de-fr	pnp.de.390035	A	Online-A	bleu	41.778673451788094
de-fr	pnp.de.390035	A	P3AI	bleu	36.13599168968806
de-fr	pnp.de.390035	A	Online-B	bleu	33.90206610251676
de-fr	pnp.de.390035	A	talp_upc	bleu	35.89086338820232
de-fr	rt-german.14759	A	Online-G	bleu	33.773184266074985
de-fr	rt-german.14759	A	Online-Y	bleu	35.420854022022084
de-fr	rt-german.14759	A	LISN	bleu	34.99247992434331
de-fr	rt-german.14759	A	Manifold	bleu	34.56326924870633
de-fr	rt-german.14759	A	Online-W	bleu	28.895222206134783
de-fr	rt-german.14759	A	Online-A	bleu	42.310874881641816
de-fr	rt-german.14759	A	P3AI	bleu	31.21603644683379
de-fr	rt-german.14759	A	Online-B	bleu	30.647011248409676
de-fr	rt-german.14759	A	talp_upc	bleu	33.203824413770334
de-fr	handelsblatt.com.292795	A	Online-G	bleu	22.17156429470157
de-fr	handelsblatt.com.292795	A	Online-Y	bleu	23.092024167971957
de-fr	handelsblatt.com.292795	A	LISN	bleu	21.24812052065213
de-fr	handelsblatt.com.292795	A	Manifold	bleu	25.68867349918268
de-fr	handelsblatt.com.292795	A	Online-W	bleu	22.035964844394776
de-fr	handelsblatt.com.292795	A	Online-A	bleu	31.440896480994915
de-fr	handelsblatt.com.292795	A	P3AI	bleu	26.085254901097546
de-fr	handelsblatt.com.292795	A	Online-B	bleu	24.064936117007864
de-fr	handelsblatt.com.292795	A	talp_upc	bleu	21.609190428648688
de-fr	handelsblatt.com.292689	A	Online-G	bleu	21.771065793929633
de-fr	handelsblatt.com.292689	A	Online-Y	bleu	19.991808608279598
de-fr	handelsblatt.com.292689	A	LISN	bleu	19.802214649831548
de-fr	handelsblatt.com.292689	A	Manifold	bleu	31.623738991810807
de-fr	handelsblatt.com.292689	A	Online-W	bleu	22.387260342805856
de-fr	handelsblatt.com.292689	A	Online-A	bleu	24.864165812612804
de-fr	handelsblatt.com.292689	A	P3AI	bleu	25.726424931495224
de-fr	handelsblatt.com.292689	A	Online-B	bleu	22.653408413892674
de-fr	handelsblatt.com.292689	A	talp_upc	bleu	14.95363385526084
de-fr	spiegel.126128	A	Online-G	bleu	31.621934407456074
de-fr	spiegel.126128	A	Online-Y	bleu	33.377785544085725
de-fr	spiegel.126128	A	LISN	bleu	30.78044547003591
de-fr	spiegel.126128	A	Manifold	bleu	34.794917304142736
de-fr	spiegel.126128	A	Online-W	bleu	31.139307770662796
de-fr	spiegel.126128	A	Online-A	bleu	33.0890063555445
de-fr	spiegel.126128	A	P3AI	bleu	33.460524716309386
de-fr	spiegel.126128	A	Online-B	bleu	31.94861659813453
de-fr	spiegel.126128	A	talp_upc	bleu	33.78808077290923
de-fr	ln-online.de.149803	A	Online-G	bleu	30.70868220683653
de-fr	ln-online.de.149803	A	Online-Y	bleu	32.043933210252725
de-fr	ln-online.de.149803	A	LISN	bleu	29.143283199984996
de-fr	ln-online.de.149803	A	Manifold	bleu	29.63484311235497
de-fr	ln-online.de.149803	A	Online-W	bleu	29.86252360239103
de-fr	ln-online.de.149803	A	Online-A	bleu	40.721393464284056
de-fr	ln-online.de.149803	A	P3AI	bleu	34.48750693472072
de-fr	ln-online.de.149803	A	Online-B	bleu	28.576028490735762
de-fr	ln-online.de.149803	A	talp_upc	bleu	28.897370144623103
de-fr	faz.79602	A	Online-G	bleu	34.94930930455281
de-fr	faz.79602	A	Online-Y	bleu	24.453243079769262
de-fr	faz.79602	A	LISN	bleu	31.752965267247987
de-fr	faz.79602	A	Manifold	bleu	41.63627734045617
de-fr	faz.79602	A	Online-W	bleu	26.74556541299592
de-fr	faz.79602	A	Online-A	bleu	41.7918941771578
de-fr	faz.79602	A	P3AI	bleu	35.129619402095116
de-fr	faz.79602	A	Online-B	bleu	31.598421558415385
de-fr	faz.79602	A	talp_upc	bleu	31.387017301058734
de-fr	rt-german.14747	A	Online-G	bleu	32.281946428431155
de-fr	rt-german.14747	A	Online-Y	bleu	34.77925420102502
de-fr	rt-german.14747	A	LISN	bleu	36.557887953078165
de-fr	rt-german.14747	A	Manifold	bleu	37.77136314900351
de-fr	rt-german.14747	A	Online-W	bleu	39.27770581728863
de-fr	rt-german.14747	A	Online-A	bleu	38.501056645807495
de-fr	rt-german.14747	A	P3AI	bleu	39.36083198815618
de-fr	rt-german.14747	A	Online-B	bleu	37.26542551736528
de-fr	rt-german.14747	A	talp_upc	bleu	35.732260713978675
de-fr	handelsblatt.com.292698	A	Online-G	bleu	17.04639903694718
de-fr	handelsblatt.com.292698	A	Online-Y	bleu	19.209314140163908
de-fr	handelsblatt.com.292698	A	LISN	bleu	19.632929751290852
de-fr	handelsblatt.com.292698	A	Manifold	bleu	24.51537013158065
de-fr	handelsblatt.com.292698	A	Online-W	bleu	19.5109479686511
de-fr	handelsblatt.com.292698	A	Online-A	bleu	25.52899025145151
de-fr	handelsblatt.com.292698	A	P3AI	bleu	24.061837842788915
de-fr	handelsblatt.com.292698	A	Online-B	bleu	20.52519327107783
de-fr	handelsblatt.com.292698	A	talp_upc	bleu	18.452181956719553
de-fr	haz.de.150673	A	Online-G	bleu	25.971532870730087
de-fr	haz.de.150673	A	Online-Y	bleu	24.018916324402444
de-fr	haz.de.150673	A	LISN	bleu	22.78371146813147
de-fr	haz.de.150673	A	Manifold	bleu	23.36823496159823
de-fr	haz.de.150673	A	Online-W	bleu	25.25758497509814
